Expense,pct_change,p-value,delta_val,delta_size
8.496666666666668,15.130984643179785,3.595494566948906e-18,0.0,negligible
7.38,0.0,1.0,-1.0,large
7.64,3.5230352303523005,3.2254303736883307e-08,-0.6252,large
