Expense,pct_change,p-value,delta_val,delta_size
33.123333333333335,-2.0116359333399068,1.753583999966295e-05,0.0,negligible
33.803333333333335,0.0,1.0,0.4976,large
32.97666666666667,-2.445518193472048,5.012710369473561e-09,0.6772,large
