Score,pct_change,p-value,delta_val,delta_size
5.150375,0.0,1.0,0.0,negligible
5.149502999999999,-0.01693080600929241,2.6280247350541672e-23,1.0,large
5.206941,1.098288959541766,2.6280247350541672e-23,-1.0,large
