Processing_Time,pct_change,p-value,delta_val,delta_size
2.0506666666666664,-10.189781021897817,5.315222262816139e-18,0.0,negligible
2.094666666666667,-8.262773722627722,5.440730541792464e-18,1.0,large
2.283333333333333,0.0,1.0,1.0,large
