Expense,pct_change,p-value,delta_val,delta_size
12.27,-8.089887640449438,8.485349393870276e-17,0.0,negligible
12.346666666666668,-7.515605493133575,7.963509022637097e-16,0.96,large
13.35,0.0,1.0,0.928,large
