Processing_Time,pct_change,p-value,delta_val,delta_size
3.766,-4.01835018265228,2.729117566577293e-09,0.0,negligible
3.827,-2.4636819301673607,1.367626507285758e-05,0.69,large
3.9236666666666666,0.0,1.0,0.5044,large
