Expense,pct_change,p-value,delta_val,delta_size
12.973333333333333,20.346320346320347,5.275591587679078e-18,0.0,negligible
10.78,0.0,1.0,-0.9996,large
11.06,2.597402597402608,4.451023533204672e-06,-0.5264,large
