Score,pct_change,p-value,delta_val,delta_size
0.14581739999999999,2.832434585430908,0.10596448758985066,0.0,negligible
0.14180098000000002,0.0,1.0,-0.188,small
0.14635928,3.214575808996515,0.025283428513896505,-0.26,small
