Processing_Time,pct_change,p-value,delta_val,delta_size
1.9303333333333332,-7.225248317846848,0.0007810977133879361,0.0,negligible
1.9569999999999999,-5.943607818007056,0.0011298455658777177,0.39,medium
2.0806666666666667,0.0,1.0,0.378,medium
