Processing_Time,pct_change,p-value,delta_val,delta_size
1.1179999999999999,-11.87598528638993,6.521159619704404e-18,0.0,negligible
1.143,-9.905412506568586,4.662096121828239e-16,0.9984,large
1.2686666666666668,0.0,1.0,0.94,large
