Score,pct_change,p-value,delta_val,delta_size
0.95859616,-0.20091491536928316,0.25824261025299167,0.0,negligible
0.96087688,0.03652998461260324,0.7917054771280099,0.126,negligible
0.960526,0.0,1.0,-0.0292,negligible
