Expense,pct_change,p-value,delta_val,delta_size
7.236666666666666,-16.532103037293354,2.7372077356560386e-18,0.0,negligible
7.283333333333334,-15.993848519800066,2.2290316235062422e-18,1.0,large
8.67,0.0,1.0,1.0,large
