Processing_Time,pct_change,p-value,delta_val,delta_size
3.3803333333333336,0.0,1.0,0.0,negligible
7.2589999999999995,114.74213588403508,6.843168134974059e-18,-1.0,large
5.138,51.99684449265357,6.685669822146444e-18,-1.0,large
