Expense,pct_change,p-value,delta_val,delta_size
8.67,-0.8387342737323767,0.02374524671093288,0.0,negligible
8.666666666666668,-0.8768585589020155,0.0015702191897850768,0.2484,small
8.743333333333334,0.0,1.0,0.3452,medium
