Processing_Time,pct_change,p-value,delta_val,delta_size
1.2686666666666668,0.0,1.0,0.0,negligible
2.2796666666666665,79.68996321597474,6.35780432122221e-18,-1.0,large
2.8023333333333333,120.88807146610611,6.415731363498415e-18,-1.0,large
