Score,pct_change,p-value,delta_val,delta_size
0.8513,0.0,1.0,0.0,negligible
0.8553000000000001,0.4698696111829102,0.8790808928336046,-0.018,negligible
0.8584999999999999,0.8457653001292124,0.36847872089822975,-0.1044,negligible
