Score,pct_change,p-value,delta_val,delta_size
0.10967404,-0.27021620206017993,0.2775763864221149,0.0,negligible
0.11004648,0.0684542862131149,0.9422954352478662,0.1264,negligible
0.1099712,0.0,1.0,-0.0088,negligible
