Processing_Time,pct_change,p-value,delta_val,delta_size
0.585,-19.049815498154988,3.822398158384043e-18,0.0,negligible
0.5876666666666667,-18.68081180811808,2.77113806475726e-18,0.9972,large
0.7226666666666667,0.0,1.0,1.0,large
