Processing_Time,pct_change,p-value,delta_val,delta_size
4.585,0.0,1.0,0.0,negligible
7.519,63.99127589967285,6.867947010496658e-18,-1.0,large
6.103,33.107960741548524,6.720538704387613e-18,-1.0,large
