Processing_Time,pct_change,p-value,delta_val,delta_size
3.9236666666666666,0.0,1.0,0.0,negligible
8.914,127.18545578115707,6.974208465215233e-18,-1.0,large
9.147333333333334,133.13227423328522,6.475625219373981e-18,-1.0,large
