Processing_Time,pct_change,p-value,delta_val,delta_size
5.612333333333334,0.0,1.0,0.0,negligible
66.535,1085.5140464453284,6.905274722054111e-18,-1.0,large
8.918,58.90004157510242,3.3944913805700747e-17,-0.9784,large
