Expense,pct_change,p-value,delta_val,delta_size
499.53666666666663,352.2740304813641,7.023166241235277e-18,0.0,negligible
110.45,0.0,1.0,-1.0,large
105.96,-4.065187867813498,3.741135485727551e-08,0.6388,large
