Expense,pct_change,p-value,delta_val,delta_size
33.803333333333335,0.0,1.0,0.0,negligible
362.95,973.7106794201754,6.843168134974059e-18,-1.0,large
102.76,203.99368898530722,6.685669822146444e-18,-1.0,large
