Expense,pct_change,p-value,delta_val,delta_size
26.066666666666666,8.671484157865489,0.14475878088697058,0.0,negligible
23.986666666666665,0.0,1.0,-0.1696,small
23.266666666666666,-3.0016675931072774,0.909422113782888,0.0136,negligible
