Processing_Time,pct_change,p-value,delta_val,delta_size
0.7879999999999999,-14.626218851570966,4.2748578173888955e-18,0.0,negligible
0.789,-14.517876489707465,3.6968025936612055e-18,1.0,large
0.9229999999999999,0.0,1.0,1.0,large
