Score,pct_change,p-value,delta_val,delta_size
8.64592964,1.128769538305116,0.34318024639305234,0.0,negligible
8.57859266,0.34114967377132427,0.8713020998815627,-0.1104,negligible
8.54942632,0.0,1.0,-0.0192,negligible
