Processing_Time,pct_change,p-value,delta_val,delta_size
1.4286666666666668,0.0,1.0,0.0,negligible
1.6803333333333332,17.615492300513285,1.036195135669758e-15,-0.93,large
2.4203333333333332,69.41203919738682,6.458040710090461e-18,-1.0,large
