Expense,pct_change,p-value,delta_val,delta_size
18.18,0.0,1.0,0.0,negligible
103.66666666666666,470.22368903557015,6.081052039218904e-18,-1.0,large
52.74,190.09900990099013,6.04933468531222e-18,-1.0,large
