Score,pct_change,p-value,delta_val,delta_size
0.8575,0.728297897333501,0.3420305892888047,0.0,negligible
0.8548,0.41113590978504155,0.6808321177143001,-0.1104,negligible
0.8513,0.0,1.0,-0.048,negligible
