Expense,pct_change,p-value,delta_val,delta_size
5.85,-19.049815498154985,3.822398158384043e-18,0.0,negligible
5.876666666666666,-18.68081180811809,2.77113806475726e-18,0.9972,large
7.226666666666667,0.0,1.0,1.0,large
