Expense,pct_change,p-value,delta_val,delta_size
20.806666666666665,0.0,1.0,0.0,negligible
155.75,648.5581544376803,6.975782690218782e-18,-1.0,large
67.07333333333332,222.3646267222044,6.944362044493363e-18,-1.0,large
