Expense,pct_change,p-value,delta_val,delta_size
23.986666666666665,0.0,1.0,0.0,negligible
184.41666666666669,668.8299055030574,7.02475093087727e-18,-1.0,large
70.94666666666667,195.77543079488612,7.023166241235277e-18,-1.0,large
