Expense,pct_change,p-value,delta_val,delta_size
37.66,-4.018350182652284,2.729117566577293e-09,0.0,negligible
38.27,-2.4636819301673474,1.367626507285758e-05,0.69,large
39.236666666666665,0.0,1.0,0.5044,large
