Score,pct_change,p-value,delta_val,delta_size
0.8587,0.8692587806883676,0.20438470430015976,0.0,negligible
0.8513,0.0,1.0,-0.1472,small
0.8541,0.32890872782803066,0.9036563304564947,-0.0144,negligible
