Score,pct_change,p-value,delta_val,delta_size
0.0275,0.0,1.0,0.0,negligible
0.013500000000000002,-50.90909090909091,2.6280247350541672e-23,1.0,large
0.0195,-29.09090909090909,2.6280247350541672e-23,1.0,large
