Expense,pct_change,p-value,delta_val,delta_size
290.86,78.2193991135802,6.997857208870372e-18,0.0,negligible
163.20333333333335,0.0,1.0,-1.0,large
157.19333333333333,-3.682522824288731,6.456958470725959e-06,0.5236,large
