Score,pct_change,p-value,delta_val,delta_size
29.661436600000002,0.3151584579959302,0.6027266944719398,0.0,negligible
27.61763666,-6.596985333365237,0.350245816633188,-0.0608,negligible
29.56824976,0.0,1.0,0.1088,negligible
