Expense,pct_change,p-value,delta_val,delta_size
10.18,16.43156690812046,2.5375258945811085e-18,0.0,negligible
8.743333333333334,0.0,1.0,-1.0,large
9.51,8.768585589020194,2.2355685000327018e-18,-0.9984,large
