Expense,pct_change,p-value,delta_val,delta_size
7.226666666666667,0.0,1.0,0.0,negligible
60.0,730.2583025830259,4.496946262562576e-18,-1.0,large
44.1,510.239852398524,4.669296617974668e-18,-1.0,large
