Processing_Time,pct_change,p-value,delta_val,delta_size
0.9229999999999999,0.0,1.0,0.0,negligible
1.8933333333333335,105.12820512820515,5.693721811390165e-18,-1.0,large
2.4823333333333335,168.94185626579997,5.778744074624014e-18,-1.0,large
