Score,pct_change,p-value,delta_val,delta_size
0.960526,0.0,1.0,0.0,negligible
0.95806984,-0.25570989228818797,0.13252502711715305,0.1652,small
0.95912248,-0.14611993845038984,0.33861429852300107,0.1064,negligible
