Processing_Time,pct_change,p-value,delta_val,delta_size
1.335,0.0,1.0,0.0,negligible
1.9163333333333332,43.545568039950055,5.514604990140696e-18,-1.0,large
3.001333333333333,124.81897627965044,5.557607304753777e-18,-1.0,large
