Expense,pct_change,p-value,delta_val,delta_size
163.20333333333335,0.0,1.0,0.0,negligible
2469.0333333333333,1412.8571720348848,7.001016107193409e-18,-1.0,large
825.6066666666667,405.8761054717019,6.875707821012817e-18,-1.0,large
