Expense,pct_change,p-value,delta_val,delta_size
44.07333333333333,-3.8749545619774715,7.083154748477067e-11,0.0,negligible
45.85,0.0,1.0,0.7564,large
51.07666666666667,11.399491094147582,1.1009580868957735e-17,-0.9936,large
