Score,pct_change,p-value,delta_val,delta_size
0.09784791999999999,0.0,1.0,0.0,negligible
0.09671334,-1.1595341014913718,0.22369445512938568,0.1416,negligible
0.097568,-0.2860765972337369,0.7590146502526539,0.036,negligible
