Expense,pct_change,p-value,delta_val,delta_size
79.81,2.1589793915603543,4.946987080219431e-18,0.0,negligible
78.12333333333333,0.0,1.0,-1.0,large
78.28666666666666,0.2090711268506979,0.011324637521224817,-0.2892,small
