Expense,pct_change,p-value,delta_val,delta_size
13.35,0.0,1.0,0.0,negligible
95.81666666666666,617.7278401997503,5.514604990140696e-18,-1.0,large
60.02666666666667,349.6379525593009,5.557607304753777e-18,-1.0,large
