Score,pct_change,p-value,delta_val,delta_size
0.95982424,-0.07305996922519492,0.8272487856592016,0.0,negligible
0.960526,0.0,1.0,0.024,negligible
0.96052602,2.0821924642823706e-06,0.9218192700992967,-0.0112,negligible
