Expense,pct_change,p-value,delta_val,delta_size
18.813333333333333,-17.605839416058405,2.3921612070702365e-17,0.0,negligible
22.833333333333336,0.0,1.0,0.9808,large
28.653333333333336,25.48905109489051,1.148476365793839e-16,-0.96,large
