Score,pct_change,p-value,delta_val,delta_size
0.99567136,0.09172473668293563,0.23983338711631497,0.0,negligible
0.99475892,0.0,1.0,-0.1368,negligible
0.9959260799999999,0.11733094084745124,0.20834622715518958,-0.1464,negligible
