Expense,pct_change,p-value,delta_val,delta_size
9.293333333333333,-13.790970933828076,1.8037888585244986e-17,0.0,negligible
9.446666666666665,-12.368583797155232,3.649647777219593e-18,0.9796,large
10.78,0.0,1.0,1.0,large
