Score,pct_change,p-value,delta_val,delta_size
0.41422919999999996,0.0,1.0,0.0,negligible
0.4142068,-0.005407634227615532,0.8253970056057978,0.026,negligible
0.4139656,-0.06363626707146068,0.5169562690415441,0.0756,negligible
