Expense,pct_change,p-value,delta_val,delta_size
65.27666666666667,0.0,1.0,0.0,negligible
1407.2,2055.747331869479,6.931831358457324e-18,-1.0,large
390.9533333333334,498.9174283817597,6.885031758145576e-18,-1.0,large
