Processing_Time,pct_change,p-value,delta_val,delta_size
11.984000000000002,83.58780574988512,6.9208845787944746e-18,0.0,negligible
6.527666666666667,0.0,1.0,-1.0,large
6.238333333333333,-4.432415870908443,2.216146856836799e-07,0.6012,large
