Processing_Time,pct_change,p-value,delta_val,delta_size
1.4173333333333331,11.718339464004172,1.476960587820294e-16,0.0,negligible
1.2686666666666668,0.0,1.0,-0.9568,large
1.4326666666666665,12.926957435627932,1.1085283902007227e-16,-0.9608,large
