Processing_Time,pct_change,p-value,delta_val,delta_size
0.738,0.0,1.0,0.0,negligible
1.5843333333333334,114.67931345980126,4.505262547783854e-18,-1.0,large
1.7256666666666667,133.83017163504968,4.542866536643055e-18,-1.0,large
