Score,pct_change,p-value,delta_val,delta_size
8.68252258,1.5567858592879282,0.21337648322390534,0.0,negligible
8.54942632,0.0,1.0,-0.1448,negligible
8.7094494,1.8717405590788248,0.06929040724125805,-0.2112,small
