Expense,pct_change,p-value,delta_val,delta_size
14.943333333333333,11.935081148564297,4.9129918479626675e-18,0.0,negligible
13.35,0.0,1.0,-1.0,large
13.41,0.4494382022471948,0.49999788490212993,-0.0772,negligible
